=== Training Start ===
Epoch 0 avg loss: 0.385618 | max weight change: 0.038388 | max bias change: 0.070068
Epoch 4488 avg loss: 0.000496 | max weight change: 0.000496 | max bias change: 0.000496
Epoch 4489 avg loss: 0.000496 | max weight change: 0.000495 | max bias change: 0.000495
Epoch 4490 avg loss: 0.000496 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4491 avg loss: 0.000495 | max weight change: 0.000495 | max bias change: 0.000495
Epoch 4492 avg loss: 0.000495 | max weight change: 0.000494 | max bias change: 0.000494
Epoch 4493 avg loss: 0.000495 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4494 avg loss: 0.000495 | max weight change: 0.000495 | max bias change: 0.000495
Epoch 4495 avg loss: 0.000495 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4496 avg loss: 0.000495 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4497 avg loss: 0.000495 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4498 avg loss: 0.000494 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4499 avg loss: 0.000494 | max weight change: 0.000494 | max bias change: 0.000494
Epoch 4500 avg loss: 0.000494 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4501 avg loss: 0.000494 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4502 avg loss: 0.000494 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4503 avg loss: 0.000494 | max weight change: 0.000493 | max bias change: 0.000494
Epoch 4504 avg loss: 0.000494 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4505 avg loss: 0.000493 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4506 avg loss: 0.000493 | max weight change: 0.000491 | max bias change: 0.000491
Epoch 4507 avg loss: 0.000493 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4508 avg loss: 0.000493 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4509 avg loss: 0.000493 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4510 avg loss: 0.000493 | max weight change: 0.000493 | max bias change: 0.000493
Epoch 4511 avg loss: 0.000493 | max weight change: 0.000491 | max bias change: 0.000491
Epoch 4512 avg loss: 0.000492 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4513 avg loss: 0.000492 | max weight change: 0.000490 | max bias change: 0.000490
Epoch 4514 avg loss: 0.000492 | max weight change: 0.000490 | max bias change: 0.000490
Epoch 4515 avg loss: 0.000492 | max weight change: 0.000490 | max bias change: 0.000490
Epoch 4516 avg loss: 0.000492 | max weight change: 0.000492 | max bias change: 0.000492
Epoch 4517 avg loss: 0.000492 | max weight change: 0.000490 | max bias change: 0.000490
Epoch 4518 avg loss: 0.000492 | max weight change: 0.000491 | max bias change: 0.000491
Epoch 4519 avg loss: 0.000491 | max weight change: 0.000489 | max bias change: 0.000490
Epoch 4520 avg loss: 0.000491 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4521 avg loss: 0.000491 | max weight change: 0.000490 | max bias change: 0.000490
Epoch 4522 avg loss: 0.000491 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4523 avg loss: 0.000491 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4524 avg loss: 0.000491 | max weight change: 0.000490 | max bias change: 0.000490
Epoch 4525 avg loss: 0.000491 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4526 avg loss: 0.000490 | max weight change: 0.000489 | max bias change: 0.000490
Epoch 4527 avg loss: 0.000490 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4528 avg loss: 0.000490 | max weight change: 0.000490 | max bias change: 0.000490
Epoch 4529 avg loss: 0.000490 | max weight change: 0.000488 | max bias change: 0.000488
Epoch 4530 avg loss: 0.000490 | max weight change: 0.000489 | max bias change: 0.000490
Epoch 4531 avg loss: 0.000490 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4532 avg loss: 0.000490 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4533 avg loss: 0.000489 | max weight change: 0.000489 | max bias change: 0.000490
Epoch 4534 avg loss: 0.000489 | max weight change: 0.000489 | max bias change: 0.000489
Epoch 4535 avg loss: 0.000489 | max weight change: 0.000487 | max bias change: 0.000487
Epoch 4536 avg loss: 0.000489 | max weight change: 0.000488 | max bias change: 0.000488
Epoch 4537 avg loss: 0.000489 | max weight change: 0.000487 | max bias change: 0.000487
Epoch 4538 avg loss: 0.000489 | max weight change: 0.000488 | max bias change: 0.000488
Epoch 4539 avg loss: 0.000489 | max weight change: 0.000488 | max bias change: 0.000488
Epoch 4540 avg loss: 0.000489 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4541 avg loss: 0.000488 | max weight change: 0.000488 | max bias change: 0.000488
Epoch 4542 avg loss: 0.000488 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4543 avg loss: 0.000488 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4544 avg loss: 0.000488 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4545 avg loss: 0.000488 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4546 avg loss: 0.000488 | max weight change: 0.000488 | max bias change: 0.000488
Epoch 4547 avg loss: 0.000488 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4548 avg loss: 0.000487 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4549 avg loss: 0.000487 | max weight change: 0.000487 | max bias change: 0.000487
Epoch 4550 avg loss: 0.000487 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4551 avg loss: 0.000487 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4552 avg loss: 0.000487 | max weight change: 0.000486 | max bias change: 0.000486
Epoch 4553 avg loss: 0.000487 | max weight change: 0.000484 | max bias change: 0.000485
Epoch 4554 avg loss: 0.000487 | max weight change: 0.000485 | max bias change: 0.000485
Epoch 4555 avg loss: 0.000486 | max weight change: 0.000484 | max bias change: 0.000484
Epoch 4556 avg loss: 0.000486 | max weight change: 0.000485 | max bias change: 0.000485
Epoch 4557 avg loss: 0.000486 | max weight change: 0.000485 | max bias change: 0.000486
Epoch 4558 avg loss: 0.000486 | max weight change: 0.000485 | max bias change: 0.000485
Epoch 4559 avg loss: 0.000486 | max weight change: 0.000483 | max bias change: 0.000483
Epoch 4560 avg loss: 0.000486 | max weight change: 0.000484 | max bias change: 0.000485
Epoch 4561 avg loss: 0.000486 | max weight change: 0.000483 | max bias change: 0.000483
Epoch 4562 avg loss: 0.000485 | max weight change: 0.000483 | max bias change: 0.000483
Epoch 4563 avg loss: 0.000485 | max weight change: 0.000485 | max bias change: 0.000485
Epoch 4564 avg loss: 0.000485 | max weight change: 0.000485 | max bias change: 0.000485
Epoch 4565 avg loss: 0.000485 | max weight change: 0.000483 | max bias change: 0.000483
Epoch 4566 avg loss: 0.000485 | max weight change: 0.000485 | max bias change: 0.000485
Epoch 4567 avg loss: 0.000485 | max weight change: 0.000482 | max bias change: 0.000483
Epoch 4568 avg loss: 0.000485 | max weight change: 0.000482 | max bias change: 0.000482
Epoch 4569 avg loss: 0.000484 | max weight change: 0.000484 | max bias change: 0.000484
Epoch 4570 avg loss: 0.000484 | max weight change: 0.000483 | max bias change: 0.000483
Epoch 4571 avg loss: 0.000484 | max weight change: 0.000481 | max bias change: 0.000482
Epoch 4572 avg loss: 0.000484 | max weight change: 0.000483 | max bias change: 0.000483
Epoch 4573 avg loss: 0.000484 | max weight change: 0.000484 | max bias change: 0.000484
Epoch 4574 avg loss: 0.000484 | max weight change: 0.000481 | max bias change: 0.000482
Epoch 4575 avg loss: 0.000484 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4576 avg loss: 0.000484 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4577 avg loss: 0.000483 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4578 avg loss: 0.000483 | max weight change: 0.000482 | max bias change: 0.000483
Epoch 4579 avg loss: 0.000483 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4580 avg loss: 0.000483 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4581 avg loss: 0.000483 | max weight change: 0.000482 | max bias change: 0.000482
Epoch 4582 avg loss: 0.000483 | max weight change: 0.000482 | max bias change: 0.000482
Epoch 4583 avg loss: 0.000483 | max weight change: 0.000480 | max bias change: 0.000480
Epoch 4584 avg loss: 0.000482 | max weight change: 0.000480 | max bias change: 0.000480
Epoch 4585 avg loss: 0.000482 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4586 avg loss: 0.000482 | max weight change: 0.000480 | max bias change: 0.000480
Epoch 4587 avg loss: 0.000482 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4588 avg loss: 0.000482 | max weight change: 0.000479 | max bias change: 0.000480
Epoch 4589 avg loss: 0.000482 | max weight change: 0.000479 | max bias change: 0.000479
Epoch 4590 avg loss: 0.000482 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4591 avg loss: 0.000481 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4592 avg loss: 0.000481 | max weight change: 0.000479 | max bias change: 0.000479
Epoch 4593 avg loss: 0.000481 | max weight change: 0.000481 | max bias change: 0.000481
Epoch 4594 avg loss: 0.000481 | max weight change: 0.000480 | max bias change: 0.000480
Epoch 4595 avg loss: 0.000481 | max weight change: 0.000479 | max bias change: 0.000480
Epoch 4596 avg loss: 0.000481 | max weight change: 0.000479 | max bias change: 0.000479
Epoch 4597 avg loss: 0.000481 | max weight change: 0.000479 | max bias change: 0.000479
Epoch 4598 avg loss: 0.000481 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4599 avg loss: 0.000480 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4600 avg loss: 0.000480 | max weight change: 0.000479 | max bias change: 0.000479
Epoch 4601 avg loss: 0.000480 | max weight change: 0.000480 | max bias change: 0.000480
Epoch 4602 avg loss: 0.000480 | max weight change: 0.000477 | max bias change: 0.000478
Epoch 4603 avg loss: 0.000480 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4604 avg loss: 0.000480 | max weight change: 0.000479 | max bias change: 0.000479
Epoch 4605 avg loss: 0.000480 | max weight change: 0.000477 | max bias change: 0.000477
Epoch 4606 avg loss: 0.000479 | max weight change: 0.000477 | max bias change: 0.000477
Epoch 4607 avg loss: 0.000479 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4608 avg loss: 0.000479 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4609 avg loss: 0.000479 | max weight change: 0.000477 | max bias change: 0.000477
Epoch 4610 avg loss: 0.000479 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4611 avg loss: 0.000479 | max weight change: 0.000476 | max bias change: 0.000476
Epoch 4612 avg loss: 0.000479 | max weight change: 0.000477 | max bias change: 0.000477
Epoch 4613 avg loss: 0.000479 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4614 avg loss: 0.000478 | max weight change: 0.000478 | max bias change: 0.000478
Epoch 4615 avg loss: 0.000478 | max weight change: 0.000476 | max bias change: 0.000476
Epoch 4616 avg loss: 0.000478 | max weight change: 0.000476 | max bias change: 0.000477
Epoch 4617 avg loss: 0.000478 | max weight change: 0.000475 | max bias change: 0.000475
Epoch 4618 avg loss: 0.000478 | max weight change: 0.000477 | max bias change: 0.000477
Epoch 4619 avg loss: 0.000478 | max weight change: 0.000477 | max bias change: 0.000477
Epoch 4620 avg loss: 0.000478 | max weight change: 0.000475 | max bias change: 0.000476
Epoch 4621 avg loss: 0.000477 | max weight change: 0.000477 | max bias change: 0.000477
Epoch 4622 avg loss: 0.000477 | max weight change: 0.000475 | max bias change: 0.000475
Epoch 4623 avg loss: 0.000477 | max weight change: 0.000476 | max bias change: 0.000476
Epoch 4624 avg loss: 0.000477 | max weight change: 0.000475 | max bias change: 0.000475
Epoch 4625 avg loss: 0.000477 | max weight change: 0.000474 | max bias change: 0.000474
Epoch 4626 avg loss: 0.000477 | max weight change: 0.000476 | max bias change: 0.000476
Epoch 4627 avg loss: 0.000477 | max weight change: 0.000475 | max bias change: 0.000475
Epoch 4628 avg loss: 0.000476 | max weight change: 0.000474 | max bias change: 0.000474
Epoch 4629 avg loss: 0.000476 | max weight change: 0.000473 | max bias change: 0.000473
Epoch 4630 avg loss: 0.000476 | max weight change: 0.000475 | max bias change: 0.000475
Epoch 4631 avg loss: 0.000476 | max weight change: 0.000473 | max bias change: 0.000473
Epoch 4632 avg loss: 0.000476 | max weight change: 0.000474 | max bias change: 0.000474
Epoch 4633 avg loss: 0.000476 | max weight change: 0.000473 | max bias change: 0.000473
Epoch 4634 avg loss: 0.000476 | max weight change: 0.000474 | max bias change: 0.000475
Epoch 4635 avg loss: 0.000476 | max weight change: 0.000473 | max bias change: 0.000473
Epoch 4636 avg loss: 0.000475 | max weight change: 0.000473 | max bias change: 0.000473
Epoch 4637 avg loss: 0.000475 | max weight change: 0.000474 | max bias change: 0.000474
Epoch 4638 avg loss: 0.000475 | max weight change: 0.000474 | max bias change: 0.000474
Epoch 4639 avg loss: 0.000475 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4640 avg loss: 0.000475 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4641 avg loss: 0.000475 | max weight change: 0.000474 | max bias change: 0.000474
Epoch 4642 avg loss: 0.000475 | max weight change: 0.000474 | max bias change: 0.000474
Epoch 4643 avg loss: 0.000475 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4644 avg loss: 0.000474 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4645 avg loss: 0.000474 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4646 avg loss: 0.000474 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4647 avg loss: 0.000474 | max weight change: 0.000473 | max bias change: 0.000473
Epoch 4648 avg loss: 0.000474 | max weight change: 0.000472 | max bias change: 0.000473
Epoch 4649 avg loss: 0.000474 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4650 avg loss: 0.000474 | max weight change: 0.000471 | max bias change: 0.000471
Epoch 4651 avg loss: 0.000473 | max weight change: 0.000472 | max bias change: 0.000473
Epoch 4652 avg loss: 0.000473 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4653 avg loss: 0.000473 | max weight change: 0.000471 | max bias change: 0.000471
Epoch 4654 avg loss: 0.000473 | max weight change: 0.000472 | max bias change: 0.000472
Epoch 4655 avg loss: 0.000473 | max weight change: 0.000471 | max bias change: 0.000472
Epoch 4656 avg loss: 0.000473 | max weight change: 0.000470 | max bias change: 0.000470
Epoch 4657 avg loss: 0.000473 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4658 avg loss: 0.000473 | max weight change: 0.000471 | max bias change: 0.000471
Epoch 4659 avg loss: 0.000472 | max weight change: 0.000471 | max bias change: 0.000471
Epoch 4660 avg loss: 0.000472 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4661 avg loss: 0.000472 | max weight change: 0.000471 | max bias change: 0.000471
Epoch 4662 avg loss: 0.000472 | max weight change: 0.000471 | max bias change: 0.000471
Epoch 4663 avg loss: 0.000472 | max weight change: 0.000470 | max bias change: 0.000470
Epoch 4664 avg loss: 0.000472 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4665 avg loss: 0.000472 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4666 avg loss: 0.000471 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4667 avg loss: 0.000471 | max weight change: 0.000470 | max bias change: 0.000470
Epoch 4668 avg loss: 0.000471 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4669 avg loss: 0.000471 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4670 avg loss: 0.000471 | max weight change: 0.000468 | max bias change: 0.000468
Epoch 4671 avg loss: 0.000471 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4672 avg loss: 0.000471 | max weight change: 0.000469 | max bias change: 0.000469
Epoch 4673 avg loss: 0.000471 | max weight change: 0.000468 | max bias change: 0.000468
Epoch 4674 avg loss: 0.000470 | max weight change: 0.000467 | max bias change: 0.000467
Epoch 4675 avg loss: 0.000470 | max weight change: 0.000467 | max bias change: 0.000467
Epoch 4676 avg loss: 0.000470 | max weight change: 0.000467 | max bias change: 0.000467
Epoch 4677 avg loss: 0.000470 | max weight change: 0.000468 | max bias change: 0.000468
Epoch 4678 avg loss: 0.000470 | max weight change: 0.000468 | max bias change: 0.000468
Epoch 4679 avg loss: 0.000470 | max weight change: 0.000467 | max bias change: 0.000467
Epoch 4680 avg loss: 0.000470 | max weight change: 0.000468 | max bias change: 0.000469
Epoch 4681 avg loss: 0.000470 | max weight change: 0.000468 | max bias change: 0.000468
Epoch 4682 avg loss: 0.000469 | max weight change: 0.000466 | max bias change: 0.000466
Epoch 4683 avg loss: 0.000469 | max weight change: 0.000466 | max bias change: 0.000466
Epoch 4684 avg loss: 0.000469 | max weight change: 0.000468 | max bias change: 0.000468
Epoch 4685 avg loss: 0.000469 | max weight change: 0.000466 | max bias change: 0.000466
Epoch 4686 avg loss: 0.000469 | max weight change: 0.000467 | max bias change: 0.000467
Epoch 4687 avg loss: 0.000469 | max weight change: 0.000467 | max bias change: 0.000467
Epoch 4688 avg loss: 0.000469 | max weight change: 0.000466 | max bias change: 0.000466
Epoch 4689 avg loss: 0.000468 | max weight change: 0.000467 | max bias change: 0.000467
Epoch 4690 avg loss: 0.000468 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4691 avg loss: 0.000468 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4692 avg loss: 0.000468 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4693 avg loss: 0.000468 | max weight change: 0.000466 | max bias change: 0.000466
Epoch 4694 avg loss: 0.000468 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4695 avg loss: 0.000468 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4696 avg loss: 0.000468 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4697 avg loss: 0.000467 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4698 avg loss: 0.000467 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4699 avg loss: 0.000467 | max weight change: 0.000466 | max bias change: 0.000466
Epoch 4700 avg loss: 0.000467 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4701 avg loss: 0.000467 | max weight change: 0.000464 | max bias change: 0.000464
Epoch 4702 avg loss: 0.000467 | max weight change: 0.000464 | max bias change: 0.000464
Epoch 4703 avg loss: 0.000467 | max weight change: 0.000464 | max bias change: 0.000464
Epoch 4704 avg loss: 0.000467 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4705 avg loss: 0.000466 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4706 avg loss: 0.000466 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4707 avg loss: 0.000466 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4708 avg loss: 0.000466 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4709 avg loss: 0.000466 | max weight change: 0.000465 | max bias change: 0.000465
Epoch 4710 avg loss: 0.000466 | max weight change: 0.000463 | max bias change: 0.000464
Epoch 4711 avg loss: 0.000466 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4712 avg loss: 0.000466 | max weight change: 0.000462 | max bias change: 0.000462
Epoch 4713 avg loss: 0.000465 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4714 avg loss: 0.000465 | max weight change: 0.000463 | max bias change: 0.000464
Epoch 4715 avg loss: 0.000465 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4716 avg loss: 0.000465 | max weight change: 0.000462 | max bias change: 0.000462
Epoch 4717 avg loss: 0.000465 | max weight change: 0.000462 | max bias change: 0.000462
Epoch 4718 avg loss: 0.000465 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4719 avg loss: 0.000465 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4720 avg loss: 0.000465 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4721 avg loss: 0.000464 | max weight change: 0.000463 | max bias change: 0.000463
Epoch 4722 avg loss: 0.000464 | max weight change: 0.000461 | max bias change: 0.000461
Epoch 4723 avg loss: 0.000464 | max weight change: 0.000462 | max bias change: 0.000462
Epoch 4724 avg loss: 0.000464 | max weight change: 0.000460 | max bias change: 0.000460
Epoch 4725 avg loss: 0.000464 | max weight change: 0.000461 | max bias change: 0.000462
Epoch 4726 avg loss: 0.000464 | max weight change: 0.000462 | max bias change: 0.000462
Epoch 4727 avg loss: 0.000464 | max weight change: 0.000462 | max bias change: 0.000462
Epoch 4728 avg loss: 0.000464 | max weight change: 0.000462 | max bias change: 0.000462
Epoch 4729 avg loss: 0.000463 | max weight change: 0.000461 | max bias change: 0.000462
Epoch 4730 avg loss: 0.000463 | max weight change: 0.000461 | max bias change: 0.000461
Epoch 4731 avg loss: 0.000463 | max weight change: 0.000460 | max bias change: 0.000460
Epoch 4732 avg loss: 0.000463 | max weight change: 0.000460 | max bias change: 0.000460
Epoch 4733 avg loss: 0.000463 | max weight change: 0.000461 | max bias change: 0.000461
Epoch 4734 avg loss: 0.000463 | max weight change: 0.000461 | max bias change: 0.000461
Epoch 4735 avg loss: 0.000463 | max weight change: 0.000460 | max bias change: 0.000460
Epoch 4736 avg loss: 0.000463 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4737 avg loss: 0.000462 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4738 avg loss: 0.000462 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4739 avg loss: 0.000462 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4740 avg loss: 0.000462 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4741 avg loss: 0.000462 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4742 avg loss: 0.000462 | max weight change: 0.000460 | max bias change: 0.000460
Epoch 4743 avg loss: 0.000462 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4744 avg loss: 0.000462 | max weight change: 0.000459 | max bias change: 0.000460
Epoch 4745 avg loss: 0.000461 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4746 avg loss: 0.000461 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4747 avg loss: 0.000461 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4748 avg loss: 0.000461 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4749 avg loss: 0.000461 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4750 avg loss: 0.000461 | max weight change: 0.000457 | max bias change: 0.000457
Epoch 4751 avg loss: 0.000461 | max weight change: 0.000459 | max bias change: 0.000459
Epoch 4752 avg loss: 0.000461 | max weight change: 0.000458 | max bias change: 0.000459
Epoch 4753 avg loss: 0.000460 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4754 avg loss: 0.000460 | max weight change: 0.000457 | max bias change: 0.000457
Epoch 4755 avg loss: 0.000460 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4756 avg loss: 0.000460 | max weight change: 0.000456 | max bias change: 0.000457
Epoch 4757 avg loss: 0.000460 | max weight change: 0.000457 | max bias change: 0.000457
Epoch 4758 avg loss: 0.000460 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4759 avg loss: 0.000460 | max weight change: 0.000458 | max bias change: 0.000458
Epoch 4760 avg loss: 0.000460 | max weight change: 0.000456 | max bias change: 0.000456
Epoch 4761 avg loss: 0.000459 | max weight change: 0.000456 | max bias change: 0.000456
Epoch 4762 avg loss: 0.000459 | max weight change: 0.000456 | max bias change: 0.000456
Epoch 4763 avg loss: 0.000459 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4764 avg loss: 0.000459 | max weight change: 0.000456 | max bias change: 0.000456
Epoch 4765 avg loss: 0.000459 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4766 avg loss: 0.000459 | max weight change: 0.000457 | max bias change: 0.000457
Epoch 4767 avg loss: 0.000459 | max weight change: 0.000456 | max bias change: 0.000456
Epoch 4768 avg loss: 0.000459 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4769 avg loss: 0.000458 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4770 avg loss: 0.000458 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4771 avg loss: 0.000458 | max weight change: 0.000456 | max bias change: 0.000456
Epoch 4772 avg loss: 0.000458 | max weight change: 0.000454 | max bias change: 0.000455
Epoch 4773 avg loss: 0.000458 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4774 avg loss: 0.000458 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4775 avg loss: 0.000458 | max weight change: 0.000455 | max bias change: 0.000456
Epoch 4776 avg loss: 0.000458 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4777 avg loss: 0.000457 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4778 avg loss: 0.000457 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4779 avg loss: 0.000457 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4780 avg loss: 0.000457 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4781 avg loss: 0.000457 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4782 avg loss: 0.000457 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4783 avg loss: 0.000457 | max weight change: 0.000455 | max bias change: 0.000455
Epoch 4784 avg loss: 0.000457 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4785 avg loss: 0.000456 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4786 avg loss: 0.000456 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4787 avg loss: 0.000456 | max weight change: 0.000454 | max bias change: 0.000454
Epoch 4788 avg loss: 0.000456 | max weight change: 0.000453 | max bias change: 0.000453
Epoch 4789 avg loss: 0.000456 | max weight change: 0.000453 | max bias change: 0.000453
Epoch 4790 avg loss: 0.000456 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4791 avg loss: 0.000456 | max weight change: 0.000453 | max bias change: 0.000453
Epoch 4792 avg loss: 0.000456 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4793 avg loss: 0.000455 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4794 avg loss: 0.000455 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4795 avg loss: 0.000455 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4796 avg loss: 0.000455 | max weight change: 0.000451 | max bias change: 0.000451
Epoch 4797 avg loss: 0.000455 | max weight change: 0.000451 | max bias change: 0.000451
Epoch 4798 avg loss: 0.000455 | max weight change: 0.000453 | max bias change: 0.000453
Epoch 4799 avg loss: 0.000455 | max weight change: 0.000451 | max bias change: 0.000451
Epoch 4800 avg loss: 0.000455 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4801 avg loss: 0.000454 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4802 avg loss: 0.000454 | max weight change: 0.000451 | max bias change: 0.000452
Epoch 4803 avg loss: 0.000454 | max weight change: 0.000450 | max bias change: 0.000450
Epoch 4804 avg loss: 0.000454 | max weight change: 0.000452 | max bias change: 0.000452
Epoch 4805 avg loss: 0.000454 | max weight change: 0.000451 | max bias change: 0.000451
Epoch 4806 avg loss: 0.000454 | max weight change: 0.000451 | max bias change: 0.000451
Epoch 4807 avg loss: 0.000454 | max weight change: 0.000450 | max bias change: 0.000450
Epoch 4808 avg loss: 0.000454 | max weight change: 0.000451 | max bias change: 0.000451
Epoch 4809 avg loss: 0.000454 | max weight change: 0.000451 | max bias change: 0.000451
Epoch 4810 avg loss: 0.000453 | max weight change: 0.000450 | max bias change: 0.000451
Epoch 4811 avg loss: 0.000453 | max weight change: 0.000451 | max bias change: 0.000451
